county,coordinates,state
Wells,"(40.7778348, -85.1894045)",Indiana
Hamilton,"(40.0372797, -86.05296039999999)",Indiana
Bartholomew,"(39.206801, -85.8895551)",Indiana
Floyd,"(38.2869276, -85.8895551)",Indiana
Franklin,"(39.4233977, -85.0649071)",Indiana
Lake,"(41.4897279, -87.30161319999999)",Indiana
Clark,"(38.4492903, -85.7256372)",Indiana
Fayette,"(39.5920377, -85.14793639999999)",Indiana
Jennings,"(38.9914998, -85.684578)",Indiana
Madison,"(40.1469349, -85.684578)",Indiana
Owen,"(39.3603429, -86.8220341)",Indiana
Tippecanoe,"(40.34697310000001, -86.8220341)",Indiana
Wayne,"(39.831882, -84.981754)",Indiana
Allen,"(41.0932622, -85.02334599999999)",Indiana
Grant,"(40.4730605, -85.684578)",Indiana
Shelby,"(39.4952877, -85.84862360000001)",Indiana
Vanderburgh,"(38.0806099, -87.5791287)",Indiana
Vigo,"(39.4165382, -87.42075179999999)",Indiana
Delaware,"(40.2583533, -85.39627689999999)",Indiana
Elkhart,"(41.6062253, -85.84862360000001)",Indiana
Hancock,"(39.8249915, -85.84862360000001)",Indiana
Harrison,"(38.1701136, -86.17517590000001)",Indiana
Miami,"(40.77009899999999, -86.05296039999999)",Indiana
Washington,"(38.6744747, -86.17517590000001)",Indiana
Monroe,"(39.1851445, -86.49965460000001)",Indiana
Morgan,"(39.51168089999999, -86.3376761)",Indiana
Putnam,"(39.690997, -86.8220341)",Indiana
Ripley,"(39.0986811, -85.2308414)",Indiana
Scott,"(38.7008005, -85.7256372)",Indiana
Tipton,"(40.2825661, -86.05296039999999)",Indiana
Dubois,"(38.357918, -86.8220341)",Indiana
Brown,"(39.1749729, -86.17517590000001)",Indiana
Dearborn,"(39.1713075, -84.981754)",Indiana
Decatur,"(39.3176186, -85.52002399999999)",Indiana
Gibson,"(38.3338249, -87.5791287)",Indiana
Jackson,"(38.8794321, -86.05296039999999)",Indiana
Lawrence,"(38.8518863, -86.49965460000001)",Indiana
Montgomery,"(40.019879, -86.8220341)",Indiana
Ohio,"(38.9417259, -84.9609464)",Indiana
Porter,"(41.5248577, -87.10237459999999)",Indiana
Starke,"(41.2715616, -86.6207943)",Indiana
Sullivan,"(39.08431220000001, -87.42075179999999)",Indiana
Warrick,"(38.0736703, -87.2618328)",Indiana
DeKalb,"(41.4138928, -85.02334599999999)",Indiana
Jasper,"(41.0040981, -87.14228949999999)",Indiana
Rush,"(39.6481768, -85.52002399999999)",Indiana
Fountain,"(40.22271970000001, -87.3347575)",Indiana
Marshall,"(41.303028, -86.3376761)",Indiana
Orange,"(38.5169004, -86.49965460000001)",Indiana
Posey,"(38.0020359, -87.89424509999999)",Indiana
Warren,"(40.319245, -87.3413599)",Indiana
Carroll,"(40.542415, -86.5400674)",Indiana
Clinton,"(40.3376924, -86.49965460000001)",Indiana
Fulton,"(41.0204161, -86.2970998)",Indiana
Henry,"(39.9704844, -85.35496499999999)",Indiana
Huntington,"(40.7911217, -85.52002399999999)",Indiana
Kosciusko,"(41.2864679, -85.84862360000001)",Indiana
LaGrange,"(41.62887020000001, -85.39627689999999)",Indiana
Randolph,"(40.12045320000001, -85.02334599999999)",Indiana
Whitley,"(41.1136133, -85.52002399999999)",Indiana
Crawford,"(38.3054548, -86.4592091)",Indiana
Newton,"(40.9703076, -87.42075179999999)",Indiana
Switzerland,"(38.8419394, -85.0649071)",Indiana
Vermillion,"(39.8512139, -87.48020679999999)",Indiana
Wabash,"(40.8033875, -85.84862360000001)",Indiana
White,"(40.6765551, -86.9824288)",Indiana
Clay,"(39.36862199999999, -87.14228949999999)",Indiana
Greene,"(39.0321796, -86.9824288)",Indiana
Knox,"(38.6665815, -87.42075179999999)",Indiana
Steuben,"(41.6115471, -84.981754)",Indiana
Cass,"(40.8199089, -86.3376761)",Indiana
Jefferson,"(38.7751543, -85.47880649999999)",Indiana
Jay,"(40.4465288, -85.02334599999999)",Indiana
Blackford,"(40.49927840000001, -85.31362179999999)",Indiana
Spencer,"(37.9832621, -87.0224442)",Indiana
Parke,"(39.69929459999999, -87.14228949999999)",Indiana
Martin,"(38.6937856, -86.8220341)",Indiana
Union,"(39.6637751, -84.8984775)",Indiana
Daviess,"(38.7020241, -87.14228949999999)",Indiana
Pulaski,"(40.9957383, -86.8220341)",Indiana
Perry,"(38.0159043, -86.6611083)",Indiana
Benton,"(40.644786, -87.3413599)",Indiana
Pike,"(38.4110583, -87.2618328)",Indiana
Oakland,"(42.59219239999999, -83.33618799999999)",Michigan
Wayne,"(42.2790746, -83.33618799999999)",Michigan
Ingham,"(42.6468943, -84.3542049)",Michigan
Kent,"(43.0097027, -85.52002399999999)",Michigan
Montcalm,"(43.3057341, -85.1894045)",Michigan
St. Clair,"(43.016179, -82.6483442)",Michigan
Washtenaw,"(42.3076493, -83.8473015)",Michigan
Bay,"(43.7109732, -84.01674229999999)",Michigan
Charlevoix,"(45.4342853, -85.4374778)",Michigan
Leelanau,"(45.0821226, -86.07336339999999)",Michigan
Macomb,"(42.7168759, -82.82097399999999)",Michigan
Monroe,"(41.9738893, -83.5070203)",Michigan
Ottawa,"(42.95302299999999, -86.0937312)",Michigan
Jackson,"(42.1764362, -84.3542049)",Michigan
Otsego,"(45.0992063, -84.6482398)",Michigan
Clinton,"(42.9663458, -84.5222189)",Michigan
Eaton,"(42.5886496, -84.7733325)",Michigan
Genesee,"(43.0777289, -83.67739279999999)",Michigan
Livingston,"(42.6207951, -83.8473015)",Michigan
Midland,"(43.57509779999999, -84.3542049)",Michigan
Allegan,"(42.5709865, -86.3376761)",Michigan
Barry,"(42.5354321, -85.35496499999999)",Michigan
Berrien,"(42.0320742, -86.7416374)",Michigan
Calhoun,"(42.2073905, -85.02334599999999)",Michigan
Clare,"(44.0565054, -84.8567932)",Michigan
Saginaw,"(43.4044253, -84.01674229999999)",Michigan
Tuscola,"(43.5301144, -83.5070203)",Michigan
Wexford,"(44.387157, -85.52002399999999)",Michigan
Emmet,"(45.6418969, -84.9769067)",Michigan
Gladwin,"(44.0327885, -84.3542049)",Michigan
Grand Traverse,"(44.687984, -85.52002399999999)",Michigan
Roscommon,"(44.3516109, -84.68974949999999)",Michigan
Chippewa,"(46.3117082, -84.59320939999999)",Michigan
Kalamazoo,"(42.2278346, -85.52002399999999)",Michigan
Muskegon,"(43.2831969, -86.7416374)",Michigan
Newaygo,"(43.55935820000001, -85.76666449999999)",Michigan
Hillsdale,"(41.8685961, -84.5222189)",Michigan
Isabella,"(43.598799, -84.8567932)",Michigan
Kalkaska,"(44.66744449999999, -85.02334599999999)",Michigan
Lapeer,"(43.0482433, -83.1649001)",Michigan
Manistee,"(44.2444704, -86.32422249999999)",Michigan
Iosco,"(44.3340462, -83.63862259999999)",Michigan
Lenawee,"(41.8433859, -84.01674229999999)",Michigan
Marquette,"(46.644579, -87.5593823)",Michigan
Sanilac,"(43.4069041, -82.7347142)",Michigan
Van Buren,"(42.2459665, -86.0121573)",Michigan
Gogebic,"(46.4392785, -89.92147399999999)",Michigan
Ionia,"(42.9892119, -85.02334599999999)",Michigan
Mecosta,"(43.6201025, -85.35496499999999)",Michigan
Missaukee,"(44.366621, -85.02334599999999)",Michigan
Oceana,"(43.6656285, -86.6611083)",Michigan
Ogemaw,"(44.3270741, -84.1857115)",Michigan
Shiawassee,"(42.949754, -84.1857115)",Michigan
Cass,"(41.9299158, -86.0121573)",Michigan
Crawford,"(44.6524316, -84.68974949999999)",Michigan
Gratiot,"(43.2836505, -84.68974949999999)",Michigan
Huron,"(43.9466791, -82.82097399999999)",Michigan
Osceola,"(43.92572790000001, -85.35496499999999)",Michigan
Cheboygan,"(45.5472257, -84.56362829999999)",Michigan
Antrim,"(44.9730441, -85.1769095)",Michigan
Delta,"(45.7124142, -86.98441749999999)",Michigan
Houghton,"(47.1211215, -88.5694012)",Michigan
St. Joseph,"(41.9118044, -85.52002399999999)",Michigan
Arenac,"(43.9973355, -83.67739279999999)",Michigan
Branch,"(41.8913835, -85.02334599999999)",Michigan
Oscoda,"(44.6278903, -84.1857115)",Michigan
Mackinac,"(46.02337199999999, -84.9963081)",Michigan
Dickinson,"(45.9601394, -87.8616098)",Michigan
Luce,"(46.5827512, -85.513329)",Michigan
Presque Isle,"(45.5729299, -83.597821)",Michigan
Mason,"(43.9664537, -86.49965460000001)",Michigan
Schoolcraft,"(46.0693515, -86.1903622)",Michigan
Menominee,"(45.4995277, -87.5746277)",Michigan
Alpena,"(45.0168239, -83.1116742)",Michigan
Lake,"(43.9446996, -85.84862360000001)",Michigan
Montmorency,"(45.07427939999999, -84.1403141)",Michigan
Alcona,"(44.6727944, -83.60223979999999)",Michigan
Baraga,"(46.7352761, -88.3010401)",Michigan
Benzie,"(44.678277, -86.2970998)",Michigan
Iron,"(46.2758153, -88.4902778)",Michigan
Alger,"(46.927418, -86.5087741)",Michigan
Keweenaw,"(47.7515686, -88.3249369)",Michigan
Ontonagon,"(46.8727913, -89.31311889999999)",Michigan
Bennington,"(43.0278745, -73.13496049999999)",Vermont
Chittenden,"(44.3959289, -72.9962431)",Vermont
Washington,"(44.1986663, -72.6972529)",Vermont
Windsor,"(43.4369244, -72.61511689999999)",Vermont
Orange,"(44.0014186, -72.4003713)",Vermont
Addison,"(44.1197293, -73.164338)",Vermont
Rutland,"(43.6448675, -72.99329689999999)",Vermont
Franklin,"(44.8429222, -72.9340443)",Vermont
Windham,"(43.0151325, -72.8042797)",Vermont
Caledonia,"(44.55051, -72.04819069999999)",Vermont
Orleans,"(44.8905506, -72.2603468)",Vermont
Lamoille,"(44.64334179999999, -72.6314026)",Vermont
Grand Isle,"(44.8595928, -73.2957299)",Vermont
Essex,"(44.7682631, -71.74361549999999)",Vermont
New Castle,"(39.5392979, -75.667356)",Delaware
Sussex,"(38.65308410000001, -75.4344727)",Delaware
Kent,"(39.1440612, -75.4344727)",Delaware
Bergen,"(40.9262762, -74.07701)",New Jersey
Camden,"(39.8592439, -75.0143824)",New Jersey
Passaic,"(41.1231647, -74.35874729999999)",New Jersey
Hudson,"(40.7453199, -74.05351259999999)",New Jersey
Monmouth,"(40.2589455, -74.12399599999999)",New Jersey
Union,"(40.6595001, -74.2883536)",New Jersey
Burlington,"(39.8558488, -74.6868815)",New Jersey
Middlesex,"(40.4111363, -74.35874729999999)",New Jersey
Essex,"(40.7947466, -74.2648829)",New Jersey
Morris,"(40.8336038, -74.54632819999999)",New Jersey
Ocean,"(39.9652553, -74.3118212)",New Jersey
Mercer,"(40.3028533, -74.7337069)",New Jersey
Hunterdon,"(40.56695149999999, -74.92087719999999)",New Jersey
Somerset,"(40.5292099, -74.64004320000001)",New Jersey
Gloucester,"(39.7103023, -75.1078332)",New Jersey
Warren,"(40.8841854, -74.92087719999999)",New Jersey
Atlantic,"(39.5333379, -74.6868815)",New Jersey
Cape May,"(39.105884, -74.8273184)",New Jersey
Sussex,"(41.1288481, -74.6868815)",New Jersey
Cumberland,"(39.2587106, -75.06111469999999)",New Jersey
Salem,"(39.5848777, -75.3878525)",New Jersey
Suffolk,"(42.3522866, -71.0504229)",Massachusetts
Norfolk,"(42.17668, -71.1448516)",Massachusetts
Middlesex,"(42.467206, -71.2874209)",Massachusetts
Berkshire,"(42.311782, -73.1821623)",Massachusetts
Worcester,"(42.4096528, -71.8571331)",Massachusetts
Essex,"(42.7051144, -70.90712359999999)",Massachusetts
Barnstable,"(41.69909579999999, -70.32091129999999)",Massachusetts
Bristol,"(41.7938406, -71.1448516)",Massachusetts
Hampden,"(42.1172314, -72.6624209)",Massachusetts
Plymouth,"(41.9120406, -70.7168469)",Massachusetts
Franklin,"(42.530599, -72.61511689999999)",Massachusetts
Hampshire,"(42.3471357, -72.6624209)",Massachusetts
Nantucket,"(41.2834704, -70.099451)",Massachusetts
Dukes,"(41.4039539, -70.6692655)",Massachusetts
Jefferson,"(39.3059841, -77.88245959999999)",West Virginia
Mercer,"(37.4322638, -81.1196075)",West Virginia
Monongalia,"(39.6695849, -79.96403389999999)",West Virginia
Tucker,"(39.1083806, -79.6502105)",West Virginia
Jackson,"(38.8139943, -81.64734399999999)",West Virginia
Kanawha,"(38.2556905, -81.42789839999999)",West Virginia
Marshall,"(39.8926818, -80.6770787)",West Virginia
Putnam,"(38.4991939, -81.909826)",West Virginia
Berkeley,"(39.4885604, -78.0651931)",West Virginia
Harrison,"(39.33481260000001, -80.365865)",West Virginia
Preston,"(39.5641007, -79.6951103)",West Virginia
Wood,"(39.2154345, -81.47183869999999)",West Virginia
Logan,"(37.7883016, -81.9534815)",West Virginia
Marion,"(39.5288627, -80.23213129999999)",West Virginia
Ohio,"(40.1111311, -80.610489)",West Virginia
Raleigh,"(37.7381597, -81.2518833)",West Virginia
Mason,"(38.7553693, -81.9971108)",West Virginia
Upshur,"(38.8696797, -80.23213129999999)",West Virginia
Greenbrier,"(38.0198478, -80.54384499999999)",West Virginia
Hancock,"(40.5123559, -80.5660657)",West Virginia
Pleasants,"(39.3761707, -81.1416691)",West Virginia
Cabell,"(38.43919270000001, -82.25832969999999)",West Virginia
Morgan,"(39.5073361, -78.24761459999999)",West Virginia
Wetzel,"(39.5655978, -80.6770787)",West Virginia
Wirt,"(39.04360930000001, -81.38393260000001)",West Virginia
Randolph,"(38.8092552, -80.0087746)",West Virginia
Roane,"(38.7564882, -81.42789839999999)",West Virginia
Hardy,"(39.0416116, -78.9288242)",West Virginia
Barbour,"(39.1398692, -80.0087746)",West Virginia
Pendleton,"(38.74517669999999, -79.29021329999999)",West Virginia
Mineral,"(39.4068988, -78.8835548)",West Virginia
Lewis,"(39.0196167, -80.54384499999999)",West Virginia
Taylor,"(39.3417635, -79.96403389999999)",West Virginia
Brooke,"(40.2697757, -80.5660657)",West Virginia
Fayette,"(38.0615913, -81.0754657)",West Virginia
McDowell,"(37.3860467, -81.64734399999999)",West Virginia
Nicholas,"(38.3307714, -80.7657804)",West Virginia
Tyler,"(39.4977025, -80.8543847)",West Virginia
Wyoming,"(37.6339466, -81.5596427)",West Virginia
Boone,"(37.9838605, -81.73494199999999)",West Virginia
Braxton,"(38.7023371, -80.7214417)",West Virginia
Hampshire,"(39.3349019, -78.5660852)",West Virginia
Wayne,"(38.1598501, -82.4752757)",West Virginia
Monroe,"(37.5601958, -80.5882803)",West Virginia
Summers,"(37.5812062, -80.8543847)",West Virginia
Grant,"(39.1042079, -79.1548533)",West Virginia
Mingo,"(37.76078010000001, -82.1713632)",West Virginia
Lincoln,"(38.1761009, -82.08429009999999)",West Virginia
Gilmer,"(38.9203312, -80.8543847)",West Virginia
Calhoun,"(38.857973, -81.1196075)",West Virginia
Pocahontas,"(38.3101706, -80.0087746)",West Virginia
Ritchie,"(39.1822303, -81.0312989)",West Virginia
Clay,"(38.4417717, -81.1196075)",West Virginia
Webster,"(38.5070383, -80.365865)",West Virginia
Doddridge,"(39.2367791, -80.6770787)",West Virginia
Cuyahoga,"(41.433923, -81.67582)",Ohio
Stark,"(40.8684676, -81.2518833)",Ohio
Trumbull,"(41.3064984, -80.7214417)",Ohio
Belmont,"(40.0325848, -80.89865019999999)",Ohio
Butler,"(39.440463, -84.5222189)",Ohio
Franklin,"(40.0154745, -82.99316069999999)",Ohio
Lorain,"(41.4116881, -82.12783999999999)",Ohio
Summit,"(41.0918991, -81.5596427)",Ohio
Tuscarawas,"(40.3978972, -81.42789839999999)",Ohio
Lucas,"(41.6894388, -83.3789389)",Ohio
Medina,"(41.080133, -81.9534815)",Ohio
Geauga,"(41.4641521, -81.20781640000001)",Ohio
Coshocton,"(40.27358230000001, -81.9534815)",Ohio
Darke,"(40.1056572, -84.68974949999999)",Ohio
Lake,"(41.981532, -81.2518833)",Ohio
Mahoning,"(40.9871753, -80.7214417)",Ohio
Ashland,"(40.9435588, -82.3017728)",Ohio
Clark,"(39.8912092, -83.67739279999999)",Ohio
Delaware,"(40.3033098, -83.03613759999999)",Ohio
Huron,"(41.1266687, -82.6483442)",Ohio
Miami,"(40.081473, -84.1857115)",Ohio
Hamilton,"(39.2355447, -84.56414699999999)",Ohio
Montgomery,"(39.7620028, -84.3542049)",Ohio
Richland,"(40.7566723, -82.5185837)",Ohio
Ashtabula,"(41.9396982, -80.7214417)",Ohio
Columbiana,"(40.7902581, -80.7657804)",Ohio
Marion,"(40.5518645, -83.12200740000002)",Ohio
Union,"(40.36163820000001, -83.33618799999999)",Ohio
Warren,"(39.4241422, -84.1857115)",Ohio
Clermont,"(39.0928449, -84.1857115)",Ohio
Defiance,"(41.3491725, -84.4802606)",Ohio
Erie,"(41.4349882, -82.4752757)",Ohio
Licking,"(40.1460895, -82.4752757)",Ohio
Carroll,"(40.5328331, -81.0754657)",Ohio
Clinton,"(39.4067432, -83.8473015)",Ohio
Gallia,"(38.8619254, -82.34518899999999)",Ohio
Greene,"(39.697399, -83.8897057)",Ohio
Hancock,"(41.0273131, -83.67739279999999)",Ohio
Portage,"(41.1887572, -81.2518833)",Ohio
Wood,"(41.34784579999999, -83.67739279999999)",Ohio
Knox,"(40.459564, -82.3017728)",Ohio
Logan,"(40.38996789999999, -83.8473015)",Ohio
Madison,"(39.9154985, -83.3789389)",Ohio
Sandusky,"(41.3559092, -83.12200740000002)",Ohio
Washington,"(39.4626397, -81.47183869999999)",Ohio
Champaign,"(40.10258169999999, -83.804868)",Ohio
Crawford,"(40.8268068, -82.99316069999999)",Ohio
Fairfield,"(39.830506, -82.6483442)",Ohio
Highland,"(39.2228606, -83.5070203)",Ohio
Fayette,"(39.5919809, -83.46435509999999)",Ohio
Lawrence,"(38.6232686, -82.5185837)",Ohio
Mercer,"(40.59405479999999, -84.68974949999999)",Ohio
Pickaway,"(39.687828, -82.99316069999999)",Ohio
Seneca,"(41.1585179, -83.1649001)",Ohio
Wayne,"(40.7588598, -81.9534815)",Ohio
Athens,"(39.30303079999999, -82.12783999999999)",Ohio
Jefferson,"(40.38717219999999, -80.7657804)",Ohio
Muskingum,"(39.9478393, -81.9534815)",Ohio
Wyandot,"(40.8471492, -83.33618799999999)",Ohio
Fulton,"(41.5719341, -84.14351359999999)",Ohio
Shelby,"(40.3689335, -84.2278796)",Ohio
Allen,"(40.769946, -84.14351359999999)",Ohio
Auglaize,"(40.5781556, -84.3542049)",Ohio
Ottawa,"(41.6268435, -82.99316069999999)",Ohio
Pike,"(39.0713471, -83.03613759999999)",Ohio
Van Wert,"(40.871234, -84.56414699999999)",Ohio
Brown,"(38.9092089, -83.8473015)",Ohio
Holmes,"(40.5540928, -81.909826)",Ohio
Preble,"(39.7778251, -84.68974949999999)",Ohio
Ross,"(39.3584253, -82.99316069999999)",Ohio
Perry,"(39.7641353, -82.25832969999999)",Ohio
Morrow,"(40.5303751, -82.8007993)",Ohio
Guernsey,"(40.0731129, -81.42789839999999)",Ohio
Hardin,"(40.704961, -83.67739279999999)",Ohio
Williams,"(41.55076020000001, -84.5222189)",Ohio
Adams,"(38.8907822, -83.5070203)",Ohio
Monroe,"(39.7199038, -81.0754657)",Ohio
Morgan,"(39.6521907, -81.8224362)",Ohio
Paulding,"(41.0783882, -84.68974949999999)",Ohio
Putnam,"(41.0540759, -84.1857115)",Ohio
Scioto,"(38.861065, -82.99316069999999)",Ohio
Meigs,"(39.0874307, -81.9971108)",Ohio
Henry,"(41.3659897, -84.01674229999999)",Ohio
Jackson,"(39.0060382, -82.6483442)",Ohio
Noble,"(39.7465639, -81.42789839999999)",Ohio
Hocking,"(39.4909358, -82.4752757)",Ohio
Harrison,"(40.3340479, -81.1196075)",Ohio
Vinton,"(39.2875595, -82.5185837)",Ohio
St. Louis,"(38.6103023, -90.4125181)",Missouri
Greene,"(37.3311215, -93.5003454)",Missouri
Henry,"(38.3386592, -93.8248241)",Missouri
Cass,"(38.6574448, -94.315422)",Missouri
Boone,"(39.0468547, -92.38136209999999)",Missouri
Cole,"(38.5052486, -92.2630393)",Missouri
Jackson,"(38.9914998, -94.315422)",Missouri
St. Charles,"(38.7338885, -90.8294002)",Missouri
St. Louis city,"(38.6270025, -90.19940419999999)",Missouri
Christian,"(36.99764400000001, -93.17796589999999)",Missouri
Dunklin,"(36.2364268, -90.055447)",Missouri
Kansas City,"(39.0997265, -94.5785667)",Missouri
Pulaski,"(37.8727481, -92.2236667)",Missouri
Scott,"(37.0394443, -89.62516459999999)",Missouri
Bates,"(38.3216754, -94.315422)",Missouri
Jasper,"(37.17455650000001, -94.35651299999999)",Missouri
Johnson,"(38.6744747, -93.8248241)",Missouri
Adair,"(40.1993655, -92.539603)",Missouri
Callaway,"(38.8886044, -91.9099238)",Missouri
Camden,"(38.0322944, -92.6983868)",Missouri
Clay,"(39.3176186, -94.479976)",Missouri
Clinton,"(39.6481768, -94.479976)",Missouri
Lafayette,"(39.0031288, -93.9878427)",Missouri
Moniteau,"(38.5827118, -92.5792482)",Missouri
Perry,"(37.723555, -89.77553379999999)",Missouri
St. Francois,"(37.7652755, -90.4879916)",Missouri
Taney,"(36.6576378, -93.0175712)",Missouri
Cape Girardeau,"(37.3821319, -89.62516459999999)",Missouri
Franklin,"(38.3953601, -91.13530200000001)",Missouri
Jefferson,"(38.2310301, -90.52578229999999)",Missouri
Pemiscot,"(36.2195399, -89.81303559999999)",Missouri
Cooper,"(38.8693247, -92.8577105)",Missouri
McDonald,"(36.617812, -94.315422)",Missouri
Montgomery,"(38.9365599, -91.4821482)",Missouri
Newton,"(36.9618494, -94.315422)",Missouri
Platte,"(39.34756489999999, -94.7691586)",Missouri
Ralls,"(39.5582351, -91.5983959)",Missouri
Randolph,"(39.4182626, -92.49999179999999)",Missouri
Shelby,"(39.8388716, -92.1057549)",Missouri
Benton,"(38.3534598, -93.33889169999999)",Missouri
Bollinger,"(37.2115595, -90.0746767)",Missouri
Carter,"(36.9073725, -90.9438468)",Missouri
Stoddard,"(36.8680558, -89.9253233)",Missouri
Atchison,"(40.42389600000001, -95.4777811)",Missouri
Barry,"(36.6345264, -93.8248241)",Missouri
Buchanan,"(39.6349791, -94.81059549999999)",Missouri
Chariton,"(39.5301517, -93.0175712)",Missouri
Lincoln,"(39.0669568, -90.9820668)",Missouri
Pettis,"(38.6893153, -93.33889169999999)",Missouri
Ray,"(39.3354791, -93.9878427)",Missouri
Wright,"(37.3555654, -92.539603)",Missouri
Ripley,"(36.6928452, -90.8294002)",Missouri
Warren,"(38.7313284, -91.13530200000001)",Missouri
Cedar,"(37.7031209, -93.86553029999999)",Missouri
Crawford,"(38.0561057, -91.28910359999999)",Missouri
Livingston,"(39.8464073, -93.5003454)",Missouri
Macon,"(39.871344, -92.539603)",Missouri
Maries,"(38.1738674, -91.949021)",Missouri
Morgan,"(38.3661344, -92.8577105)",Missouri
Osage,"(38.3853377, -91.9099238)",Missouri
Pike,"(39.3964742, -91.28910359999999)",Missouri
Reynolds,"(37.378663, -90.9820668)",Missouri
Stone,"(36.7748882, -93.4599326)",Missouri
Webster,"(37.3483339, -92.8577105)",Missouri
Harrison,"(40.3219529, -93.9878427)",Missouri
Ste. Genevieve,"(37.8934532, -90.2244662)",Missouri
Butler,"(36.6951341, -90.37483540000001)",Missouri
Caldwell,"(39.6660775, -93.9878427)",Missouri
DeKalb,"(39.8554602, -94.43879)",Missouri
Gasconade,"(38.4335915, -91.4821482)",Missouri
Howell,"(36.8527979, -91.9099238)",Missouri
New Madrid,"(36.5227538, -89.77553379999999)",Missouri
Clark,"(40.3772378, -91.7538817)",Missouri
Linn,"(39.8556605, -93.17796589999999)",Missouri
Saline,"(39.1943564, -93.17796589999999)",Missouri
Nodaway,"(40.2907281, -94.81059549999999)",Missouri
Gentry,"(40.1406981, -94.479976)",Missouri
Madison,"(37.5528602, -90.37483540000001)",Missouri
Phelps,"(37.8806538, -91.7538817)",Missouri
Worth,"(40.4730605, -94.315422)",Missouri
Dallas,"(37.6853001, -93.0175712)",Missouri
Howard,"(39.2064126, -92.6983868)",Missouri
Oregon,"(36.6870089, -91.44346900000001)",Missouri
Polk,"(37.6766686, -93.33889169999999)",Missouri
Scotland,"(40.4921465, -92.18432849999999)",Missouri
Washington,"(37.8907566, -90.8294002)",Missouri
St. Clair,"(38.001146, -93.8248241)",Missouri
Vernon,"(37.8148489, -94.315422)",Missouri
Andrew,"(39.9637436, -94.81059549999999)",Missouri
Iron,"(37.5515182, -90.6773046)",Missouri
Daviess,"(39.9949074, -93.9878427)",Missouri
Holt,"(40.0704458, -95.18492189999999)",Missouri
Miller,"(38.2081417, -92.38136209999999)",Missouri
Lewis,"(40.0500853, -91.7538817)",Missouri
Marion,"(39.8464028, -91.63721500000001)",Missouri
Audrain,"(39.22195300000001, -91.9099238)",Missouri
Carroll,"(39.5166572, -93.5003454)",Missouri
Mississippi,"(36.8661576, -89.3226954)",Missouri
Lawrence,"(37.1500679, -93.8248241)",Missouri
Sullivan,"(40.1836505, -93.17796589999999)",Missouri
Laclede,"(37.6965235, -92.539603)",Missouri
Dent,"(37.544666, -91.44346900000001)",Missouri
Schuyler,"(40.4857709, -92.49999179999999)",Missouri
Grundy,"(40.1743786, -93.5003454)",Missouri
Monroe,"(39.5508815, -92.0665197)",Missouri
Shannon,"(37.2028249, -91.44346900000001)",Missouri
Texas,"(37.3673645, -91.9099238)",Missouri
Douglas,"(36.9708648, -92.49999179999999)",Missouri
Mercer,"(40.3977043, -93.5755526)",Missouri
Putnam,"(40.4744901, -92.97755579999999)",Missouri
Knox,"(40.2058437, -92.2236667)",Missouri
Barton,"(37.4748791, -94.315422)",Missouri
Dade,"(37.48636090000001, -93.9878427)",Missouri
Ozark,"(36.6720061, -92.38136209999999)",Missouri
Wayne,"(37.0388739, -90.52578229999999)",Missouri
Joplin,"(37.08422710000001, -94.51328099999999)",Missouri
Hickory,"(37.9747242, -93.29861059999999)",Missouri
Tulsa,"(36.1593471, -95.94097099999999)",Oklahoma
Oklahoma,"(35.6038323, -97.35165579999999)",Oklahoma
Jackson,"(34.5834576, -99.456155)",Oklahoma
Cleveland,"(35.254964, -97.35165579999999)",Oklahoma
Kay,"(36.8234478, -97.179026)",Oklahoma
Payne,"(36.1449988, -97.0068393)",Oklahoma
Canadian,"(35.5593784, -98.04651849999999)",Oklahoma
Pawnee,"(36.2918339, -96.7065914)",Oklahoma
Custer,"(35.6710818, -98.92453429999999)",Oklahoma
Grady,"(35.0472662, -97.87216)",Oklahoma
Logan,"(35.9404623, -97.5247243)",Oklahoma
McClain,"(35.0282316, -97.4814163)",Oklahoma
Washington,"(36.6770984, -95.94097099999999)",Oklahoma
Garvin,"(34.7289063, -97.35165579999999)",Oklahoma
Muskogee,"(35.7111198, -95.3102505)",Oklahoma
Noble,"(36.4799034, -97.179026)",Oklahoma
Pontotoc,"(34.7685043, -96.663812)",Oklahoma
Mayes,"(36.2322429, -95.3102505)",Oklahoma
Wagoner,"(35.91923970000001, -95.51973939999999)",Oklahoma
Adair,"(35.9127307, -94.645035)",Oklahoma
Bryan,"(33.902127, -96.3226072)",Oklahoma
Carter,"(34.1996254, -97.35165579999999)",Oklahoma
Creek,"(35.8362494, -96.3226072)",Oklahoma
Delaware,"(36.4263135, -94.81059549999999)",Oklahoma
Osage,"(36.6189367, -96.2375947)",Oklahoma
Pottawatomie,"(35.275439, -97.0068393)",Oklahoma
Stephens,"(34.5203466, -97.87216)",Oklahoma
Comanche,"(34.6612778, -98.3964938)",Oklahoma
Craig,"(36.7571907, -95.1432068)",Oklahoma
Lincoln,"(35.6342646, -96.83509989999999)",Oklahoma
Okmulgee,"(35.6795873, -95.9832577)",Oklahoma
Ottawa,"(36.7710787, -94.81059549999999)",Oklahoma
Sequoyah,"(35.5155322, -94.7691586)",Oklahoma
Caddo,"(35.10556, -98.3088441)",Oklahoma
Cherokee,"(35.8994729, -94.976654)",Oklahoma
Choctaw,"(33.9851472, -95.51973939999999)",Oklahoma
